,name,version,url,dependency,dependency_version
129,annotate,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/annotate.html,AnnotationDbi,
130,annotate,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/annotate.html,XML,
131,annotate,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/annotate.html,Biobase,
132,annotate,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/annotate.html,DBI,
133,annotate,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/annotate.html,xtable,
134,annotate,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/annotate.html,graphics,
135,annotate,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/annotate.html,utils,
136,annotate,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/annotate.html,stats,
137,annotate,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/annotate.html,methods,
138,annotate,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/annotate.html,BiocGenerics,
139,annotate,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/annotate.html,httr,
140,BiocFileCache,2.6.1,https://www.bioconductor.org/packages/release/bioc/html/BiocFileCache.html,R,>= 3.4.0
141,BiocFileCache,2.6.1,https://www.bioconductor.org/packages/release/bioc/html/BiocFileCache.html,dbplyr,>= 1.0.0
142,BiocFileCache,2.6.1,https://www.bioconductor.org/packages/release/bioc/html/BiocFileCache.html,methods,
143,BiocFileCache,2.6.1,https://www.bioconductor.org/packages/release/bioc/html/BiocFileCache.html,stats,
144,BiocFileCache,2.6.1,https://www.bioconductor.org/packages/release/bioc/html/BiocFileCache.html,utils,
145,BiocFileCache,2.6.1,https://www.bioconductor.org/packages/release/bioc/html/BiocFileCache.html,dplyr,
146,BiocFileCache,2.6.1,https://www.bioconductor.org/packages/release/bioc/html/BiocFileCache.html,RSQLite,
147,BiocFileCache,2.6.1,https://www.bioconductor.org/packages/release/bioc/html/BiocFileCache.html,DBI,
148,BiocFileCache,2.6.1,https://www.bioconductor.org/packages/release/bioc/html/BiocFileCache.html,rappdirs,
149,BiocFileCache,2.6.1,https://www.bioconductor.org/packages/release/bioc/html/BiocFileCache.html,filelock,
150,BiocFileCache,2.6.1,https://www.bioconductor.org/packages/release/bioc/html/BiocFileCache.html,curl,
151,BiocFileCache,2.6.1,https://www.bioconductor.org/packages/release/bioc/html/BiocFileCache.html,httr,
152,Rhtslib,2.0.0,https://www.bioconductor.org/packages/release/bioc/html/Rhtslib.html,zlibbioc,
153,Rsamtools,2.14.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html,methods,
154,Rsamtools,2.14.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html,GenomeInfoDb,
155,Rsamtools,2.14.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html,GenomicRanges,
156,Rsamtools,2.14.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html,Biostrings,
157,Rsamtools,2.14.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html,R,>= 3.5.0
158,Rsamtools,2.14.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html,utils,
159,Rsamtools,2.14.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html,BiocGenerics,
160,Rsamtools,2.14.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html,S4Vectors,
161,Rsamtools,2.14.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html,IRanges,
162,Rsamtools,2.14.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html,XVector,
163,Rsamtools,2.14.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html,zlibbioc,
164,Rsamtools,2.14.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html,bitops,
165,Rsamtools,2.14.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html,BiocParallel,
166,Rsamtools,2.14.0,https://www.bioconductor.org/packages/release/bioc/html/Rsamtools.html,stats,
167,genefilter,1.80.3,https://www.bioconductor.org/packages/release/bioc/html/genefilter.html,BiocGenerics,
168,genefilter,1.80.3,https://www.bioconductor.org/packages/release/bioc/html/genefilter.html,AnnotationDbi,
169,genefilter,1.80.3,https://www.bioconductor.org/packages/release/bioc/html/genefilter.html,annotate,
170,genefilter,1.80.3,https://www.bioconductor.org/packages/release/bioc/html/genefilter.html,Biobase,
171,genefilter,1.80.3,https://www.bioconductor.org/packages/release/bioc/html/genefilter.html,graphics,
172,genefilter,1.80.3,https://www.bioconductor.org/packages/release/bioc/html/genefilter.html,methods,
173,genefilter,1.80.3,https://www.bioconductor.org/packages/release/bioc/html/genefilter.html,stats,
174,genefilter,1.80.3,https://www.bioconductor.org/packages/release/bioc/html/genefilter.html,survival,
175,genefilter,1.80.3,https://www.bioconductor.org/packages/release/bioc/html/genefilter.html,grDevices,
176,edgeR,3.40.2,https://www.bioconductor.org/packages/release/bioc/html/edgeR.html,R,>= 3.6.0
177,edgeR,3.40.2,https://www.bioconductor.org/packages/release/bioc/html/edgeR.html,limma,
178,edgeR,3.40.2,https://www.bioconductor.org/packages/release/bioc/html/edgeR.html,methods,
179,edgeR,3.40.2,https://www.bioconductor.org/packages/release/bioc/html/edgeR.html,graphics,
180,edgeR,3.40.2,https://www.bioconductor.org/packages/release/bioc/html/edgeR.html,stats,
181,edgeR,3.40.2,https://www.bioconductor.org/packages/release/bioc/html/edgeR.html,utils,
182,edgeR,3.40.2,https://www.bioconductor.org/packages/release/bioc/html/edgeR.html,locfit,
183,edgeR,3.40.2,https://www.bioconductor.org/packages/release/bioc/html/edgeR.html,Rcpp,
184,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,R,>= 4.0.0
185,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,methods,
186,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,BiocGenerics,
187,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,S4Vectors,
188,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,IRanges,
189,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,GenomeInfoDb,
190,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,GenomicRanges,
191,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,SummarizedExperiment,
192,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,Biostrings,
193,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,Rsamtools,
194,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,methods,
195,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,utils,
196,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,stats,
197,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,BiocGenerics,
198,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,S4Vectors,
199,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,IRanges,
200,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,GenomicRanges,
201,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,Biostrings,
202,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,Rsamtools,
203,GenomicAlignments,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/GenomicAlignments.html,BiocParallel,
204,biomaRt,2.54.0,https://www.bioconductor.org/packages/release/bioc/html/biomaRt.html,methods,
205,biomaRt,2.54.0,https://www.bioconductor.org/packages/release/bioc/html/biomaRt.html,utils,
206,biomaRt,2.54.0,https://www.bioconductor.org/packages/release/bioc/html/biomaRt.html,XML,>= 3.99-0.7
207,biomaRt,2.54.0,https://www.bioconductor.org/packages/release/bioc/html/biomaRt.html,AnnotationDbi,
208,biomaRt,2.54.0,https://www.bioconductor.org/packages/release/bioc/html/biomaRt.html,progress,
209,biomaRt,2.54.0,https://www.bioconductor.org/packages/release/bioc/html/biomaRt.html,stringr,
210,biomaRt,2.54.0,https://www.bioconductor.org/packages/release/bioc/html/biomaRt.html,httr,
211,biomaRt,2.54.0,https://www.bioconductor.org/packages/release/bioc/html/biomaRt.html,digest,
212,biomaRt,2.54.0,https://www.bioconductor.org/packages/release/bioc/html/biomaRt.html,BiocFileCache,
213,biomaRt,2.54.0,https://www.bioconductor.org/packages/release/bioc/html/biomaRt.html,rappdirs,
214,biomaRt,2.54.0,https://www.bioconductor.org/packages/release/bioc/html/biomaRt.html,xml2,
215,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,R,>= 3.5.0
216,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,methods,
217,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,GenomicRanges,
218,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,XML,>= 1.98-0
219,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,BiocGenerics,
220,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,S4Vectors,
221,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,IRanges,
222,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,XVector,
223,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,GenomeInfoDb,
224,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,Biostrings,
225,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,zlibbioc,
226,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,RCurl,>= 1.4-2
227,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,Rsamtools,
228,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,GenomicAlignments,
229,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,BiocIO,
230,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,tools,
231,rtracklayer,1.58.0,https://www.bioconductor.org/packages/release/bioc/html/rtracklayer.html,restfulr,>= 0.0.13
232,Rhdf5lib,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Rhdf5lib.html,R,>= 4.0.0
233,graph,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/graph.html,R,>= 2.10
234,graph,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/graph.html,methods,
235,graph,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/graph.html,BiocGenerics,
236,graph,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/graph.html,stats,
237,graph,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/graph.html,stats4,
238,graph,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/graph.html,utils,
239,DESeq2,1.38.3,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html,S4Vectors,
240,DESeq2,1.38.3,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html,IRanges,
241,DESeq2,1.38.3,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html,GenomicRanges,
242,DESeq2,1.38.3,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html,SummarizedExperiment,
243,DESeq2,1.38.3,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html,BiocGenerics,
244,DESeq2,1.38.3,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html,Biobase,
245,DESeq2,1.38.3,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html,BiocParallel,
246,DESeq2,1.38.3,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html,matrixStats,
247,DESeq2,1.38.3,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html,methods,
248,DESeq2,1.38.3,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html,stats4,
249,DESeq2,1.38.3,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html,locfit,
250,DESeq2,1.38.3,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html,geneplotter,
251,DESeq2,1.38.3,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html,ggplot2,
252,DESeq2,1.38.3,https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html,Rcpp,>= 0.11.0
253,geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,R,>= 2.10
254,geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,methods,
255,geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,Biobase,
256,geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,BiocGenerics,
257,geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,lattice,
258,geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,annotate,
259,geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,AnnotationDbi,
260,geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,graphics,
